"report_name","report_url","report_source"
"USA Niagara Development Corporation (USAN)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/11SubsidiaryRpt2013USAN.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=26"
"Annual Report on Jobs Created and Retained - 2012","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-2012","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=26"
"09/30/2013: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/09302013-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=26"
"Empire State Development Annual Program Report: 2013-2014","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2013-2014","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"Key Regulatory Changes Affecting Small Businesses - July 2013 through June 2014","https://cdn.esd.ny.gov/smallbusiness/Data/2014_RegulatoryChangesAffectingSmallBusinesses.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"Empire State Development Annual Program Report: 2012-2013","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2012-2013","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"06/30/2013: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/06302013-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"ESD - Performance Measure Report FY 12-13","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/PerformanceMeasureRpt2012-2013.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"Linked Deposit 2013 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2013-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"I Love NY Hospitality Suite Usage Report: 2013","https://esd.ny.gov/esd-media-center/reports/i-love-ny-hospitality-suite-usage-report-2013","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"Empire State Development Quarterly Status Reports: 2012-2013","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2012-2013","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"Management's Assessment of Internal Control","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/ESDInternalControl_FY2013.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"ESD Annual Investment Report FY 2012-2013","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/InvestmentRpt2012-2013.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=27"
"03/31/2013: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/03312013-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"NYS EAP Annual Report 2011-2012","https://esd.ny.gov/esd-media-center/reports/nys-eap-annual-report-2011-2012","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"JDA Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2012-2013","https://esd.ny.gov/esd-media-center/reports/jda-annual-paris-report-fy-12-13","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"Key Budgetary Changes Affecting Small Businesses - FY 12-13 to FY 13-14","https://cdn.esd.ny.gov/smallbusiness/Data/FY12_13Fy13_14_SmBizBudgetaryUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"Key Legislative Changes Affecting Small Businesses - 2013 Legislative Session","https://cdn.esd.ny.gov/smallbusiness/Data/2013_SmallBizLegislativeChanges.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"Division of Minority and Women's Business Development Annual Report 2013","https://cdn.esd.ny.gov/mwbe/Data/2013Annual_Report.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"Empire State Development Performance Measures Report","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/ESD_PerformanceMeasure11-12.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"ESD - SWAP Guidelines","https://esd.ny.gov/esd-swap-guidelines","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2012-2013","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-2012-2013","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"12/30/2012: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/12302012-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=28"
"12/30/2012: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/12302012-excelsior-jobs-program-quarterly-report-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Brooklyn Bridge Park Development Corporation (BBPDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/BrooklynBridgeParkDevCorp_BBPDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Convention Center Development Corporation (CCDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/ConventionCenterDevCorp_CCDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Erie Canal Harbor Development Corporation (ECHDC)","https://esd.ny.gov/corporateinformation/publicauthoritiesrequiredpostings.html","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Harriman Research and Technology Development Corporation (HRTDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/HarrimanResearchTechDevCorp_HRTDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Lower Manhattan Development Corporation (LMDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/LowerManhattanDevCorp_LMDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Moynihan Station Development Corporation (MSDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/MoynihanStationDevCorp_MSDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Queens West Development Corporation (QWDC)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/QueensWestDevCorp_QWDC2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Upstate Empire State Development (UESD)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/UpstateEmpireStateDevCorp_2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"USA Niagara Development Corporation (USAN)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/USANiagara_USAN2012.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=29"
"Annual Report on Jobs Created and Retained - 2011","https://esd.ny.gov/esd-media-center/reports/annual-report-jobs-created-and-retained-2011","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"09/30/2012: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/09302012-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"09/30/2012: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/09302012-excelsior-jobs-program-quarterly-report-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"Empire State Development Annual Program Report: 2011-2012","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2011-2012","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"Key Regulatory Changes Affecting Small Businesses - July 2012 - June 2013","https://cdn.esd.ny.gov/smallbusiness/Data/2013_SmallBizRegulatoryChanges.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"06/30/2012: EXCELSIOR JOBS PROGRAM- Quarterly Report","https://esd.ny.gov/06302012-excelsior-jobs-program-quarterly-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"ESD Annual Investment Report 2012","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/ESD_InvestmentReport2012pdf.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"Management's Assessment of Internal Control","https://cdn.esd.ny.gov/corporateinformation/Data/JDA/ESDJDA_InternalControls11-12.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"Empire State Development Quarterly Status Reports: 2011-2012","https://esd.ny.gov/esd-media-center/reports/empire-state-development-quarterly-status-reports-2011-2012","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"JDA Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2011-2012","https://esd.ny.gov/esd-media-center/reports/jda-annual-paris-report-description-corporations-operations-and","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=30"
"Division of Minority and Women's Business Development Annual Report 2012","https://cdn.esd.ny.gov/mwbe/Data/2012AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Lobbying Contacts Policy (Adopted May 2011)","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/LobbyingContactsPolicy.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Personal and Real Property Transactions FY 11-12","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2012/Personal&RealPropertyFY1112.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Linked Deposit 2012 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2012-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2011-2012","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-11-12","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Empire State Development Annual Program Report: 2010-2011","https://esd.ny.gov/esd-media-center/reports/empire-state-development-annual-program-report-2010-2011","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Empire State Development Mission Statement and Performance Measures (Adopted December 2011)","https://cdn.esd.ny.gov/Subsidiaries_Projects/MSDC/Data/RFPs_Opportunities/AdoptedDecember2011.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Empire State Development Mission Statement and Performance Measures (Adopted December 2011)","https://cdn.esd.ny.gov/Subsidiaries_Projects/MSDC/Data/RFPs_Opportunities/AdoptedDecember2011.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"ESD - Assessment of Effectiveness of the Corporation's Internal Controls","https://cdn.esd.ny.gov/CorporateInformation/Data/RequiredPostings/2010/InternalControl.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"Annual Report on Procurement Contracts","https://cdn.esd.ny.gov/Reports/AnnualProcurementContracts_FisicalYear2011.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=31"
"ESD Annual Investment Report 2011","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2013/ESD_InvestmentReport2011.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Excelsior Jobs Program Reports Archive","https://esd.ny.gov/corporateinformation/excelsiorjobsprogramreports.html","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"JDA Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2010-2011","https://esd.ny.gov/esd-media-center/reports/jda-annual-paris-report-fy-10-11","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Empire State Development Performance Measures Report","https://cdn.esd.ny.gov/CorporateInformation/Data/RequiredPostings/2011/ESDPerformanceMeasuresReportFY10_11.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Job Development Authority Mission Statement and Performance Measures (Adopted January 2011)","https://cdn.esd.ny.gov/CorporateInformation/Data/JDA/April2011_JDAMissionStatementandPerformanceMeasures.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Key Budgetary Changes Affecting Small Businesses - FY10-11 to FY11-12","https://cdn.esd.ny.gov/smallbusiness/Data/111611_BudgetaryChangesSmallBusinesses11_12.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Key Legislative Changes Affecting Small Businesses - 2011 Legislative Session","https://cdn.esd.ny.gov/smallbusiness/Data/111611_LegislativeChangesSmall%20Businesses2011LegislativeSessionv3.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Division of Minority and Women's Business Development Annual Report 2011","https://cdn.esd.ny.gov/mwbe/Data/2011AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"Empire State Development Performance Measures Report","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2011/ESDPerformanceMeasuresReportFY10_11.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"ESDC - SWAP Guidelines","https://esd.ny.gov/esdc-swap-guidelines","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=32"
"ESDC - SWAP Guidelines","https://esd.ny.gov/esdc-swap-guidelines-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Linked Deposit 2011 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2011-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2010 -2011","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-10-11","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Empire State Development: Strategy 2010","https://cdn.esd.ny.gov/Resources/072010_ESDRoadshow.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Key Regulatory Changes Affecting Small Businesses - July 2010- June 2011","https://cdn.esd.ny.gov/smallbusiness/Data/111611_RegulatoryChangesSmall%20BusinessesJuly2010June2011.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Whistleblower Procedure","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2010/0410_WhistleblowerProcedure.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"I Love NY - Tourism Report 2010","https://cdn.esd.ny.gov/Resources/2009_TourismAnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Key Budgetary Changes Affecting Small Businesses - FY09-10 to FY10-11","https://cdn.esd.ny.gov/smallbusiness/Data/2010_SmBizBudgetaryUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Key Legislative Changes Affecting Small Businesses - 2010 Legislative Session","https://cdn.esd.ny.gov/smallbusiness/Data/2010LegislativeUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Division of Minority and Women's Business Development Annual Report 2010","https://cdn.esd.ny.gov/mwbe/Data/2010AnnualReport2010.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=33"
"Linked Deposit 2010 Annual Report","https://esd.ny.gov/esd-media-center/reports/linked-deposit-2010-annual-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Investment Report","https://esd.ny.gov/investment-report","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Assessment of the Effectiveness of the Corporation's Internal Controls","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2009/AssessmentofInternalControls.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Directors' and Committee Meeting Minutes","https://esd.ny.gov/directors-and-committee-meeting-minutes","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Film Tax Credit Quarterly Reports Archive","https://esd.ny.gov/CorporateInformation/FilmTaxCreditProgramReports.html","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Key Budgetary Changes Affecting Small Businesses - FY08-09 to FY09-10","https://cdn.esd.ny.gov/smallbusiness/Data/2009BudgetaryUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Key Regulatory Changes Affecting Small Businesses - July 2009-June 2010","https://cdn.esd.ny.gov/smallbusiness/Data/2010RegulatoryUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Key Legislative Changes Affecting Small Businesses - 2009 Legislative Session","https://cdn.esd.ny.gov/smallbusiness/Data/2009LegislativeUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Division of Minority and Women's Business Development Annual Report 2009","https://cdn.esd.ny.gov/mwbe/Data/2009_AnnualReportupdated1013.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"Board Committees","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2009/ESDBoardCommittees.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=34"
"SWAP Guidelines: Part I & Part II","https://esd.ny.gov/swap-guidelines-part-i-part-ii","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"SWAP Guidelines","https://esd.ny.gov/swap-guidelines","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2009-2010","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-09-10","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2008 -2009","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-08-09","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"Investment Report","https://esd.ny.gov/investment-report-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"Key Regulatory Changes Affecting Small Businesses - July 2008-June 2009","https://cdn.esd.ny.gov/smallbusiness/Data/2009RegulatoryUpdate.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"An Assessment of the Effectiveness of the Corporation's Internal Control Structure and Procedures","https://esd.ny.gov/assessment-effectiveness-corporations-internal-control-structure-and-procedures","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"Division of Minority and Women's Business Development Annual Report 2008","https://cdn.esd.ny.gov/mwbe/Data/2008DMWBD_AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"SWAP Guidelines","https://esd.ny.gov/swap-guidelines-0","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2007-2008","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-07-08","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=35"
"Investment Report","https://esd.ny.gov/investment-report-1","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Policy Alternatives Supporting Deployment of Broadband Services in Rural Areas of New York","https://cdn.esd.ny.gov/Resources/broadband.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Projects Undertaken","https://esd.ny.gov/projects-undertaken","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"An Assessment of the Corporation's Internal Control Structures and Procedures","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2007/ItemV.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"ESD- Code of Ethics","https://cdn.esd.ny.gov/CorporateInformation/Data/RequiredPostings/2007/ItemIV.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"ESDC - Code of Ethics","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2007/ItemIV.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Delivering on the Promise of New York State: AT Kearney 2007 Report","https://cdn.esd.ny.gov/Resources/atkearneyreport2007.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Division of Minority and Women's Business Development Annual Report 2007","https://cdn.esd.ny.gov/mwbe/Data/2007AnnualReport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Cover and Table of Contents","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2007/ItemI.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"Listing of all Real Property Owned by the Corporation Having an Estimated Fair Market Value of Greater than $15,000","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2007/ItemIII.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=36"
"ESD Annual PARIS Report: A Description of the Corporation's Operations and Accomplishments FY 2006-2007","https://esd.ny.gov/esd-media-center/reports/esd-annual-paris-report-fy-06-07","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=37"
"World Trade Center Economic Recovery: Rebuilding the Economy of Lower Manhattan","https://cdn.esd.ny.gov/Resources/WTCFinalReportOctober6th.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=37"
"Brooklyn Bridge Park Development Corporation","https://cdn.esd.ny.gov/corporateinformation/Data/RequiredPostings/2014/BBPDC_subsidiaryreport.pdf","https://esd.ny.gov/esd-media-center/reports?tid[0]=516&page=37"
